,PSERM average,Library
649,-1.969161231,0
650,-2.05215715,0
651,-1.306667271,0
652,-0.982445739,0
653,-1.392123305,0
654,-1.52835016,0
655,-1.684958711,0
656,-1.204840052,0
657,-1.785446668,0
658,-2.099210788,0
659,-1.986347463,0
660,-1.140073448,0
661,-2.142570411,0
662,-2.381358732,0
663,-0.970966223,0
664,-2.566367428,0
665,-1.992329846,0
666,-1.704733503,0
667,-1.142935634,0
668,-1.752815764,0
669,-1.1428006,0
670,-1.634644244,0
671,-2.292946301,0
672,-2.479383968,0
673,-1.626742848,0
674,-2.152655353,0
675,-2.11461508,0
676,-1.539231898,0
677,-2.104336819,0
678,-2.496563436,0
679,-1.555408305,0
680,-1.854723788,0
681,-1.900419458,0
682,-2.084403319,0
683,-0.93378334,0
684,-1.777617519,0
685,-1.294984651,0
686,-2.221802371,0
687,-1.859075317,0
688,-1.850240615,0
689,-1.828409001,0
690,-1.067188454,0
691,-2.33345224,0
692,-1.692702742,0
693,-1.55957855,0
694,-1.793432362,0
695,-2.070000044,0
696,-1.299689305,0
697,-2.86500084,0
698,-1.662120084,0
699,-1.746745826,0
700,-1.41503558,0
701,-1.76807671,0
702,-1.999987563,0
703,-1.402770461,0
704,-2.508830347,0
705,-1.491215445,0
706,-1.821869736,0
707,-2.555730706,0
708,-1.718103663,0
709,-2.691457103,0
710,-1.874064363,0
711,-2.373684097,0
712,-1.955487672,0
713,-2.426738819,0
714,-1.736251468,0
715,-1.612787523,0
716,-1.044624225,0
717,-2.308865019,0
718,-2.33688092,0
719,-1.562146886,0
720,-1.608058363,0
